"id","created_at","description","amount","balance","category","account_id","updated_at","transaction_type","name","location","age","transaction_age","hascheck"
63,"2013-10-29 00:00:00","Withdrawal - Partial DDA only",-15000,32640.32,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
96,"2015-03-16 00:00:00","Interest Deposit - Accrued",3392.62,558760.25,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
65,"2013-06-29 00:00:00","Interest Deposit",6,47628.31,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
83,"2011-03-11 00:00:00","Deposit - On-Us Items & Multiple Checks",23000,35185.88,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
50,"2015-05-11 00:00:00","DEPOSIT - BRANCH",1890,151187.45,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
24,"2015-05-28 00:00:00","DEBIT CARD #9004 05/27 PEET S #02202 SAN FRANCISCOCA",-6.85,164079.1,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
31,"2015-05-22 00:00:00","DEBIT CARD #9004 05/21 THE HALF DAY CAF KENTFIELD CA",-13.85,154450.22,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
33,"2015-05-20 00:00:00","ACH DEBIT WELLS FARGO CC -ONLINE PMT",-1204.83,154461.7,"Healthcare/Medical",0,"2015-04-29 00:00:00","","","",0,0,0
67,"2013-03-04 00:00:00","Withdrawal - Partial DDA only",-20000,47621.38,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
56,"2014-12-31 00:00:00","Interest Deposit",4.75,37703.21,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
69,"2012-12-29 00:00:00","Interest Deposit",0.61,17621.38,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
110,"2011-09-16 00:00:00","Interest Deposit - Accrued",3180.7,512503.36,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
82,"2011-03-31 00:00:00","Interest Deposit",17.32,35203.2,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
61,"2014-02-07 00:00:00","Deposit - On-Us Items & Multiple Checks",50000,82645.45,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
100,"2014-03-17 00:00:00","Interest Deposit - Accrued",3309.85,545128.37,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
87,"2010-09-25 00:00:00","Withdrawal - Partial DDA only",-2000,15140.39,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
59,"2014-06-30 00:00:00","Interest Deposit",20.61,82679.72,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
58,"2014-09-19 00:00:00","Withdrawal - Partial DDA only",-45000,37698.46,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
95,"2009-09-15 00:00:00","Deposit - On-Us Items & Multiple Checks",7617.67,7617.67,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
34,"2015-05-20 00:00:00","ACH DEBIT CARDMEMBER SVC -ONLINE PMT",-62,155665.9,"General Merchandise",0,"2015-04-29 00:00:00","","","",0,0,0
35,"2015-05-20 00:00:00","DEBIT CARD #9004 05/20 THE HALF DAY CAF KENTFIELD CA",-13.85,155727.9,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
45,"2015-05-14 00:00:00","DEBIT CARD #9004 05/14 CAFE MADELEINE - SAN FRANCISCOCA",-13.49,150936.58,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
44,"2015-05-14 00:00:00","DEBIT CARD #9004 05/14 FOCACCIA CAFE SA SAN FRANCISCOCA",-10.9,150925.68,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
47,"2015-05-14 00:00:00","DEBIT CARD #9004 05/13 THE PLANT CAFE D SAN FRANCISCOCA",-14.78,150956.67,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
46,"2015-05-14 00:00:00","DEBIT CARD #9004 05/13 PEET S #02202 SAN FRANCISCOCA",-6.6,150950.7,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
53,"2015-03-15 00:00:00","Withdrawal - Partial DDA only",-40000,37703.21,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
22,"2015-05-29 00:00:00","DEBIT CARD #9004 05/28 PEET S #02202 SAN FRANCISCOCA",-6.85,164056.59,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
20,"2015-05-29 00:00:00","DEBIT CARD #9004 05/28 JAMBA JUICE 0070 GREENBRAE CA",-6.94,164042.15,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
18,"2015-05-29 00:00:00","H DEBIT OLD NAVY DUAL CD-ONLINE PMT",-864.99,163172.27,"General Merchandise",0,"2015-04-29 00:00:00","","","",0,0,0
26,"2015-05-27 00:00:00","MOBILE CHECK DEPOSIT",5000,164267.2,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
38,"2015-05-19 00:00:00","MOBILE CHECK DEPOSIT",5000,155652.65,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
107,"2012-06-16 00:00:00","Interest Deposit - Accrued",3240.22,522094.47,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
111,"2011-06-17 00:00:00","Interest Deposit - Accrued",3160.96,509322.66,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
98,"2014-09-14 00:00:00","Interest Deposit - Accrued",3425.57,551958.25,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
158,"2015-02-07 00:00:00","Advance",-3000,674610.7,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
157,"2015-02-18 00:00:00","Advance",-5000,679610.7,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
161,"2015-01-29 00:00:00","Advance",-19000,665610.7,"Advance",9,"2015-04-29 00:00:00","","","",0,0,0
162,"2015-01-29 00:00:00","Advance",-19000,665610.7,"Advance",9,"2015-04-29 00:00:00","","","",0,0,0
104,"2013-03-16 00:00:00","Interest Deposit - Accrued",3229.1,531829.08,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
105,"2012-12-16 00:00:00","Interest Deposit - Accrued",3245.05,528599.98,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
101,"2013-12-16 00:00:00","Interest Deposit - Accrued",3326.2,541818.52,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
152,"2015-02-19 00:00:00","Advance",-7000,686610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
106,"2012-09-17 00:00:00","Interest Deposit - Accrued",3260.46,525354.93,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
97,"2014-12-16 00:00:00","Interest Deposit - Accrued",3409.38,555367.63,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
54,"0003-06-15 00:00:00","Withdrawal - Partial DDA only",-10000,77703.21,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
55,"0003-06-15 00:00:00","Deposit - On-Us Items & Multiple Checks",50000,87703.21,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
57,"2014-09-30 00:00:00","Interest Deposit",18.74,37698.46,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
86,"2010-09-30 00:00:00","Interest Deposit",30.98,15171.37,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
92,"2009-12-31 00:00:00","Interest Deposit",27.57,10049.81,"Interest",1,"2015-04-29 00:00:00","","","",0,0,0
60,"2014-03-31 00:00:00","Interest Deposit",13.66,82659.11,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
74,"2012-03-29 00:00:00","Interest Deposit",17.41,62569.13,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
52,"2015-03-31 00:00:00","Interest Deposit",4.8,37708.01,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
28,"2015-05-27 00:00:00","DEBIT CARD #9004 05/27 PEET S #02202 SAN FRANCISCOCA",-6.85,159287.64,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
29,"2015-05-25 00:00:00","DEBIT CARD #9004 05/25 THE HALF DAY CAF KENTFIELD CA",-16.8,159287.64,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
39,"2015-05-19 00:00:00","DEBIT CARD #9004 05/17 PEET S #01902 GREENBRAE CA",-8.5,150652.65,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
36,"2015-05-19 00:00:00","DEBIT CARD #9004 05/19 THE HALF DAY CAF KENTFIELD CA",-10.9,155741.75,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
37,"2015-05-19 00:00:00","MOBILE CHECK DEPOSIT",100,155752.65,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
40,"2015-05-19 00:00:00","DEBIT CARD #9004 05/18 THE HALF DAY CAF KENTFIELD CA",-13.85,150661.15,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
41,"2015-05-15 00:00:00","DEBIT CARD #9004 05/15 THE HALF DAY CAF KENTFIELD CA",-22.3,150675,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
43,"2015-05-15 00:00:00","DEBIT CARD #9004 05/14 PEET S #02202 SAN FRANCISCOCA",-6.6,150950.7,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
42,"2015-05-15 00:00:00","DEBIT CARD #9004 GREENBRAE MOLLI GREENBRAE CA",-221.78,150697.3,"Groceries",0,"2015-04-29 00:00:00","","","",0,0,0
148,"2015-03-05 00:00:00","Advance",-12000,709610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
147,"2015-03-05 00:00:00","Advance",-21000,730610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
91,"2010-02-12 00:00:00","Deposit - On-Us Items & Multiple Checks",15000,25049.81,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
103,"2013-06-17 00:00:00","Interest Deposit - Accrued",3321.25,535150.33,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
113,"2010-12-17 00:00:00","Interest Deposit - Accrued",3088.44,503088.44,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
112,"2011-03-16 00:00:00","Interest Deposit - Accrued",3073.26,506161.7,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
114,"2010-09-16 00:00:00","Deposit - On-Us Items & Multiple Checks",500000,500000,"Deposit",2,"2015-04-29 00:00:00","","","",0,0,0
108,"2012-03-16 00:00:00","Interest Deposit - Accrued",3185.22,518854.25,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
102,"2013-09-16 00:00:00","Interest Deposit - Accrued",3341.99,538492.32,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
99,"2014-06-16 00:00:00","Interest Deposit - Accrued",3404.31,548532.68,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
163,"2015-01-29 00:00:00","Advance",-19000,665610.7,"Advance",9,"2015-04-29 00:00:00","","","",0,0,0
164,"2015-01-29 00:00:00","Advance",-19000,665610.7,"Advance",9,"2015-04-29 00:00:00","","","",0,0,0
159,"2015-02-05 00:00:00","Advance",-6000,671610.7,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
143,"2015-03-24 00:00:00","Advance",-3000,775610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
144,"2015-03-17 00:00:00","Advance",-10000,772610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
156,"2015-01-30 00:00:00","Advance",-19000,665610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
151,"2015-02-26 00:00:00","Regular Payment",1742.97,686610.7,"Payment",7,"2015-04-29 00:00:00","","","",0,0,0
150,"2015-02-28 00:00:00","Advance",-1000,687610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
139,"2015-03-31 00:00:00","Advance",-12000,799610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
142,"2015-03-26 00:00:00","Regular Payment",1689.48,775610.7,"Payment",7,"2015-04-29 00:00:00","","","",0,0,0
131,"2014-09-02 00:00:00","Principal Only Payment",-2000,1230593.85,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
132,"2014-09-02 00:00:00","Regular Payment",-3650,1234243.85,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
140,"2015-03-26 00:00:00","Advance",-11000,787610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
141,"2015-03-26 00:00:00","Advance",-1000,776610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
173,"2015-01-10 00:00:00","DEBIT CARD #9004 03/08 JAMBA JUICE 0070 GREENBRAE CA",-6.94,577274.87,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
153,"2015-02-18 00:00:00","Advance",-5000,679610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
193,"2014-06-29 00:00:00","Interest Charge",17.35,9732.91,"Interest",8,"2015-04-29 00:00:00","","","",0,0,0
195,"2014-04-29 00:00:00","Advance",9,9215.56,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
183,"2014-11-29 00:00:00","Advance",973.96,1216.16,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
194,"2014-05-29 00:00:00","Advance",500,9715.56,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
182,"2014-12-29 00:00:00","Advance",4462.6,5678.76,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
93,"2009-09-30 00:00:00","Interest Deposit",4.57,10022.24,"Interest",1,"2015-04-29 00:00:00","","","",0,0,0
90,"2010-03-31 00:00:00","Interest Deposit",40.69,25090.5,"Interest",1,"2015-04-29 00:00:00","","","",0,0,0
64,"2013-09-29 00:00:00","Interest Deposit",12.01,47640.32,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
80,"2011-07-29 00:00:00","Withdrawal - Partial DDA only",-5000,30238.32,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
62,"2013-12-29 00:00:00","Interest Deposit",5.13,32645.45,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
109,"2011-12-16 00:00:00","Interest Deposit - Accrued",3165.67,515669.03,"Interest",2,"2015-04-29 00:00:00","","","",0,0,0
175,"2015-02-15 00:00:00","Interest Charge",1.87,4024.52,"Interest",8,"2015-04-29 00:00:00","","","",0,0,0
170,"2015-01-16 00:00:00","DEBIT CARD #9004 03/09 PEET S #02202 SAN FRANCISCOCA",-6.85,576398.05,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
171,"2015-01-16 00:00:00","ACH DEBIT OLD NAVY DUAL CD-ONLINE PMT",-864.99,577263.04,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
169,"2015-01-20 00:00:00","DEBIT CARD #9004 03/10 CAFE MADELEINE - SAN FRANCISCOCA",-13.59,576384.46,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
166,"2015-01-29 00:00:00","ATM WITHDRAWAL #9004 620 WEST FIELD RD SAN FRANCISCOCA",-301.5,576058.81,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
160,"2015-01-29 00:00:00","Advance",-19000,665610.7,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
15,"2015-06-01 00:00:00","DEBIT CARD #9004 06/01 PEET S #02202 SAN FRANCISCOCA",-7.35,163144.48,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
6,"2015-06-05 00:00:00","ACH DEBIT THE BAY CLUB CO -ONLINE PMT",-500,160116.35,"Healthcare/Medical",0,"2015-04-29 00:00:00","","","",0,0,0
7,"2015-06-05 00:00:00","ACH CREDIT AA TECH CO -PAYROLL",4846.29,160616.35,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
9,"2015-06-04 00:00:00","ACH CREDIT AA TECH CO -PYMT011415",650,156595.6,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
168,"2015-01-24 00:00:00","DEBIT CARD #9004 03/10 PEET S #02202 SAN FRANCISCOCA",-7.35,576377.11,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
172,"2015-01-15 00:00:00","DEBIT CARD #9004 03/08 CANADA CAFE - SAN FRANCISCOCA",-4.89,577267.93,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
1,"2015-06-09 00:00:00","PEETS #02202 SAN FRANCISCO POS DEBIT",-6.85,160051.64,"Food",0,"2015-04-29 00:00:00","","","",0,0,0
51,"2015-05-11 00:00:00","INTERNET TRANSFER FROM DDA#9929998888 ON 05/11 AT 10.04",50000,149297.45,"Transfers",0,"2015-04-29 00:00:00","","","",0,0,0
23,"2015-05-28 00:00:00","DEBIT CARD #9004 05/27 THE PLANT CAFE D SAN FRANCISCOCA",-15.66,164063.44,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
48,"2015-05-14 00:00:00","DEBIT CARD #9004 05/13 CAFE ROSS ROSS CA",-13,150971.45,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
49,"2015-05-14 00:00:00","ATM WITHDRAWAL #9004 1115 MAGNOLIA AVE LARKSPUR CA",-203,150984.45,"ATM/Cash Withdrawals",0,"2015-04-29 00:00:00","","","",0,0,0
17,"2015-05-29 00:00:00","DEBIT CARD #9004 05/31 PEET S #02202 SAN FRANCISCOCA",-6.85,163165.42,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
19,"2015-05-29 00:00:00","DEBIT CARD #9004 05/29 CANADA CAFE - SAN SAN FRANCISCOCA",-4.89,164037.26,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
146,"2015-03-05 00:00:00","Advance",-22000,752610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
184,"2014-09-11 00:00:00","Advance",175,242.2,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
185,"2014-09-08 00:00:00","Advance",67.2,67.2,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
137,"2015-04-07 00:00:00","Advance",-30000,629610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
136,"2015-05-06 00:00:00","Regular Payment",2096.82,627513.88,"Payment",7,"2015-04-29 00:00:00","","","",0,0,0
135,"2015-06-06 00:00:00","Regular Payment",2096.82,625417.6,"Payment",7,"2015-04-29 00:00:00","","","",0,0,0
145,"2015-03-12 00:00:00","Advance",-10000,762610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
190,"2014-08-07 00:00:00","Advance",478,2124.76,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
189,"2014-08-09 00:00:00","Advance",290,2414.76,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
155,"2015-02-05 00:00:00","Advance",-6000,671610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
149,"2015-03-04 00:00:00","Advance",-10000,697610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
122,"2015-02-02 00:00:00","Regular Payment",-3619.58,1204435.12,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
10,"2015-06-03 00:00:00","DEBIT CARD #9004 06/03 THE HALF DAY CAF KENTFIELD CA",-13.85,155945.6,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
3,"2015-06-07 00:00:00","DEBIT CARD #9004 INT*DOODLEBUG/64 SAN ANSELMO CA",-15.11,160083.4,"General Merchandise",0,"2015-04-29 00:00:00","","","",0,0,0
192,"2014-07-29 00:00:00","Loan Payment",-9732.91,0,"Payment",8,"2015-04-29 00:00:00","","","",0,0,0
187,"2014-08-19 00:00:00","Interest Charge",11.62,2765.13,"Interest",8,"2015-04-29 00:00:00","","","",0,0,0
124,"2015-01-02 00:00:00","Regular Payment",-3625.66,1211680.36,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
128,"2014-11-03 00:00:00","Regular Payment",-3637.83,1222949.94,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
118,"2015-04-02 00:00:00","Regular Payment",-3607.41,1193214.21,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
115,"2015-06-02 00:00:00","Regular Payment",-3607.41,1183999.39,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
127,"2014-11-03 00:00:00","Principal Only Payment",-2000,1219312.11,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
117,"2015-04-02 00:00:00","Principal Only Payment",-2000,1191214.21,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
121,"2015-02-02 00:00:00","Principal Only Payment",-2000,1202435.12,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
125,"2014-12-02 00:00:00","Principal Only Payment",-2000,1213680.36,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
180,"2015-01-29 00:00:00","Loan Payment",-5682.28,0,"Payment",8,"2015-04-29 00:00:00","","","",0,0,0
123,"2015-01-02 00:00:00","Principal Only Payment",-2000,1208054.7,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
186,"2014-08-29 00:00:00","Loan Payment",-2765.13,0,"Payment",8,"2015-04-29 00:00:00","","","",0,0,0
181,"2015-01-24 00:00:00","Interest Charge",3.52,5682.28,"Interest",8,"2015-04-29 00:00:00","","","",0,0,0
177,"2015-02-10 00:00:00","Loan Payment",-6546.98,0,"Payment",8,"2015-04-29 00:00:00","","","",0,0,0
70,"2012-11-29 00:00:00","Withdrawal - Partial DDA only",-10000,17620.77,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
75,"2012-02-28 00:00:00","Withdrawal - Partial DDA only",-10000,62551.72,"Withdrawal",1,"2015-04-29 00:00:00","","","",0,0,0
81,"2011-06-30 00:00:00","Interest Deposit",35.12,35238.32,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
126,"2014-12-02 00:00:00","Regular Payment",-3631.75,1217312.11,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
78,"2011-09-29 00:00:00","Interest Deposit",25.39,32544.41,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
71,"2012-09-29 00:00:00","Interest Deposit",6.11,27620.77,"Deposit",1,"2015-04-29 00:00:00","","","",0,0,0
167,"2015-01-27 00:00:00","DEBIT CARD #9004 03/22 THE HALF DAY CAF KENTFIELD CA",-16.8,576360.31,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
176,"2015-02-15 00:00:00","Advance",4022.65,4022.65,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
165,"2015-01-29 00:00:00","ACH DEBIT AMERICAN EXPRESS-ONLINE PMT",-6852.59,569206.22,"Payment",3,"2015-04-29 00:00:00","","","",0,0,0
174,"2015-02-16 00:00:00","Loan Payment",-4024.52,0,"Payment",8,"2015-04-29 00:00:00","","","",0,0,0
119,"2015-03-02 00:00:00","Principal Only Payment",-2000,1196821.62,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
120,"2015-03-02 00:00:00","Regular Payment",-3613.5,1198821.62,"Payment",6,"2015-04-29 00:00:00","","","",0,0,0
2,"2015-06-07 00:00:00","DEBIT CARD #9004 06/08 THE HALF DAY CAF KENTFIELD CA",-24.7,160058.34,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
30,"2015-05-22 00:00:00","ACH CREDIT AA TECH CO -PAYROLL",4854.22,159304.44,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
32,"2015-05-20 00:00:00","CREDIT - ATM REBATE",3,154464.7,"Deposits",0,"2015-04-29 00:00:00","","","",0,0,0
21,"2015-05-29 00:00:00","DEBIT CARD #9004 05/28 EMPORIO RULLI LARKSPUR CA",-7.5,164049.9,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
27,"2015-05-27 00:00:00","DEBIT CARD #9004 05/27 CAFE MADELEINE - SAN FRANCISCOCA",-13.59,159280.79,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
25,"2015-05-27 00:00:00","ACH DEBIT AT&T UVERSE -ONLINE PMT",-181.25,164085.95,"General Merchandise",0,"2015-04-29 00:00:00","","","",0,0,0
188,"2014-08-11 00:00:00","Advance",338.75,2753.51,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
178,"2015-02-08 00:00:00","Advance",5000,6540.19,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
4,"2015-06-06 00:00:00","DEBIT CARD #9004 06/07 CHEZ FAYALA LLC SAN FRANCISCOCA",-11.95,160098.15,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
5,"2015-06-06 00:00:00","DEBIT CARD #9004 06/07 PEET S #02202 SAN FRANCISCOCA",-6.25,160110.1,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
11,"2015-06-01 00:00:00","ACH DEBIT AMERICAN EXPRESS-ONLINE PMT",-6852.59,155958.91,"General Merchandise",0,"2015-04-29 00:00:00","","","",0,0,0
16,"2015-06-01 00:00:00","DEBIT CARD #9004 05/31 CAFE MADELEINE - SAN FRANCISCOCA",-13.59,163151.83,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
14,"2015-06-01 00:00:00","DEBIT CARD #9004 06/01 THE HALF DAY CAF KENTFIELD CA",-16.8,163133,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
13,"2015-06-01 00:00:00","DEBIT CARD #9004 06/01 THE PLANT CAFE D SAN FRANCISCOCA",-14.68,163113,"Entertainment",0,"2015-04-29 00:00:00","","","",0,0,0
0,"2015-06-09 00:00:00","CAFE MADELEINE - SAN FRANCISCO CA POS DEBIT",-18.97,160031.34,"Food",0,"2015-04-29 00:00:00","","","",0,0,0
154,"2015-02-07 00:00:00","Advance",-3000,674610.7,"Advance",7,"2015-04-29 00:00:00","","","",0,0,0
179,"2015-02-07 00:00:00","Advance",1540.19,1540.19,"Advance",8,"2015-04-29 00:00:00","","","",0,0,0
